sub_district,district,province
Wang Chan,Sam Ngao,Tak
Wang Hin,Mueang Tak,Tak
Wang Man,Sam Ngao,Tak
Wang Prachop,Mueang Tak,Tak
Yan Ri,Sam Ngao,Tak
Yok Krabat,Sam Ngao,Tak
Ao Tong,Wang Wiset,Trang
Ba Wi,Hat Samran,Trang
Ban Khuan,Mueang Trang,Trang
Ban Na,Palian,Trang
Ban Pho,Mueang Trang,Trang
Bang Di,Huai Yot,Trang
Bang Duan,Palian,Trang
Bang Kung,Huai Yot,Trang
Bang Mak,Kantang,Trang
Bang Pao,Kantang,Trang
Bang Rak,Mueang Trang,Trang
Bang Sak,Kantang,Trang
Bo Hin,Sikao,Trang
Bo Nam Ron,Kantang,Trang
Chong,Na Yong,Trang
District,Kantang,Trang
District,Palian,Trang
Hat Samran,Hat Samran,Trang
Huai Nang,Huai Yot,Trang
Huai Yot,Huai Yot,Trang
Kalase,Sikao,Trang
Kantang,Kantang,Trang
Kantang Tai,Kantang,Trang
Khao Khao,Huai Yot,Trang
Khao Kop,Huai Yot,Trang
Khao Mai Kaeo,Sikao,Trang
Khao Phrai,Ratsada,Trang
Khao Pun,Huai Yot,Trang
Khao Wiset,Wang Wiset,Trang
Khlong Chi Lom,Kantang,Trang
Khlong Lu,Kantang,Trang
Khlong Pang,Ratsada,Trang
Khok Lo,Mueang Trang,Trang
Khok Saba,Na Yong,Trang
Khok Yang,Kantang,Trang
Khuan Mao,Ratsada,Trang
Khuan Pring,Mueang Trang,Trang
Khuan Thani,Kantang,Trang
Ko Libong,Kantang,Trang
Ko Pia,Yan Ta Khao,Trang
Ko Sukon,Palian,Trang
Laem Som,Palian,Trang
Lamo,Na Yong,Trang
Lamphura,Huai Yot,Trang
Li Phang,Palian,Trang
Mai Fat,Sikao,Trang
Na Bin La,Mueang Trang,Trang
Na Chum Het,Yan Ta Khao,Trang
Na Khao Sia,Na Yong,Trang
Na Kluea,Kantang,Trang
Na Mueang Phet,Sikao,Trang
Na Muen Si,Na Yong,Trang
Na Phala,Mueang Trang,Trang
Na Ta Luang,Mueang Trang,Trang
Na Tham Nuea,Mueang Trang,Trang
Na Tham Tai,Mueang Trang,Trang
Na To Ming,Mueang Trang,Trang
Na Wong,Huai Yot,Trang
Na Yong Nuea,Na Yong,Trang
Na Yong Tai,Mueang Trang,Trang
Nai Khuan,Yan Ta Khao,Trang
Nai Tao,Huai Yot,Trang
Nam Phut,Mueang Trang,Trang
Nong Bo,Yan Ta Khao,Trang
Nong Bua,Ratsada,Trang
Nong Chang Laen,Huai Yot,Trang
Nong Prue,Ratsada,Trang
Nong Trut,Mueang Trang,Trang
Pak Chaem,Huai Yot,Trang
Pak Khom,Huai Yot,Trang
Palian,Palian,Trang
Phrong Chorakhe,Yan Ta Khao,Trang
Suso,Palian,Trang
Tase,Hat Samran,Trang
Tha Kham,Palian,Trang
Tha Ngio,Huai Yot,Trang
Tha Phaya,Palian,Trang
Tha Saba,Wang Wiset,Trang
Thap Thiang,Mueang Trang,Trang
Thung Khai,Yan Ta Khao,Trang
Thung Krabue,Yan Ta Khao,Trang
Thung To,Huai Yot,Trang
Thung Yao,Palian,Trang
Wang Khiri,Huai Yot,Trang
Wang Maprang,Wang Wiset,Trang
Wang Maprang Nuea,Wang Wiset,Trang
Wang Won,Kantang,Trang
Yan Sue,Kantang,Trang
Yan Ta Khao,Yan Ta Khao,Trang
Ao Yai,Mueang Trat,Trat
Bang Pit,Laem Ngop,Trat
Bo Phloi,Bo Rai,Trat
Cham Rak,Mueang Trat,Trat
Chang Thun,Bo Rai,Trat
Dan Chumphon,Bo Rai,Trat
Hat Lek,Khlong Yai,Trat
Huai Raeng,Mueang Trat,Trat
Huang Nam Khao,Mueang Trat,Trat
Khao Saming,Khao Saming,Trat
Khlong Yai,Khlong Yai,Trat
Khlong Yai,Laem Ngop,Trat
Ko Chang,Ko Chang,Trat
Ko Chang Tai,Ko Chang,Trat
Ko Kut,Ko Kut,Trat
Ko Mak,Ko Kut,Trat
Laem Klat,Mueang Trat,Trat
Laem Ngop,Laem Ngop,Trat
Mai Rut,Khlong Yai,Trat
Nam Chiao,Laem Ngop,Trat
Noen Sai,Mueang Trat,Trat
Nong Bon,Bo Rai,Trat
Nong Khan Song,Mueang Trat,Trat
Nong Samet,Mueang Trat,Trat
Nong Sano,Mueang Trat,Trat
Nonsi,Bo Rai,Trat
Pranit,Khao Saming,Trat
Saen Tung,Khao Saming,Trat
Sato,Khao Saming,Trat
Takang,Mueang Trat,Trat
Tha Kum,Mueang Trat,Trat
Tha Phrik,Mueang Trat,Trat
Tha Som,Khao Saming,Trat
Thep Nimit,Khao Saming,Trat
Thung Nonsi,Khao Saming,Trat
Wang Krachae,Mueang Trat,Trat
Wang Takhian,Khao Saming,Trat
Ang Sila,Phibun Mangsahan,Ubon Ratchathani
Ban Daeng,Trakan Phuet Phon,Ubon Ratchathani
Ban Khaem,Phibun Mangsahan,Ubon Ratchathani
Ban Kok,Khueang Nai,Ubon Ratchathani
Ban Maet,Boontharik,Ubon Ratchathani
Ban Thai,Khueang Nai,Ubon Ratchathani
Ban Tum,Na Chaluai,Ubon Ratchathani
Bon,Samrong,Ubon Ratchathani
Bu Pueai,Nam Yuen,Ubon Ratchathani
Bua Ngam,Boontharik,Ubon Ratchathani
Bua Ngam,Det Udom,Ubon Ratchathani
Bung Mai,Warin Chamrap,Ubon Ratchathani
Bung Malaeng,Sawang Wirawong,Ubon Ratchathani
Bung Wai,Warin Chamrap,Ubon Ratchathani
Chaeramae,Mueang Ubon Ratchathani,Ubon Ratchathani
Chi Tuan,Khueang Nai,Ubon Ratchathani
Chiat,Khemarat,Ubon Ratchathani
Chik Thoeng,Tan Sum,Ubon Ratchathani
Chong Mek,Sirindhorn,Ubon Ratchathani
Daeng Mo,Khueang Nai,Ubon Ratchathani
District,Mueang Ubon Ratchathani,Ubon Ratchathani
District,Don Mot Daeng,Ubon Ratchathani
Dom Pradit,Nam Yuen,Ubon Ratchathani
Don Chik,Phibun Mangsahan,Ubon Ratchathani
Don Mot Daeng,Don Mot Daeng,Ubon Ratchathani
Don Yai,Si Mueang Mai,Ubon Ratchathani
Dum Yai,Muang Sam Sip,Ubon Ratchathani
Fang Kham,Sirindhorn,Ubon Ratchathani
Hua Don,Khueang Nai,Ubon Ratchathani
Hua Na,Khemarat,Ubon Ratchathani
Hua Ruea,Mueang Ubon Ratchathani,Ubon Ratchathani
Huai Fai Phatthana,Trakan Phuet Phon,Ubon Ratchathani
Huai Kha,Boontharik,Ubon Ratchathani
Huai Khayung,Warin Chamrap,Ubon Ratchathani
Huai Phai,Khong Chiam,Ubon Ratchathani
Huai Yang,Khong Chiam,Ubon Ratchathani
Kabin,Kut Khaopun,Ubon Ratchathani
Kaeng,Det Udom,Ubon Ratchathani
Kaeng Dom,Sawang Wirawong,Ubon Ratchathani
Kaeng Kheng,Kut Khaopun,Ubon Ratchathani
Kaeng Kok,Si Mueang Mai,Ubon Ratchathani
Kaeng Nuea,Khemarat,Ubon Ratchathani
Kao Kham,Nam Yuen,Ubon Ratchathani
Kasem,Trakan Phuet Phon,Ubon Ratchathani
Kham Charoen,Trakan Phuet Phon,Ubon Ratchathani
Kham Khrang,Det Udom,Ubon Ratchathani
Kham Khuean Kaeo,Sirindhorn,Ubon Ratchathani
Kham Khwang,Warin Chamrap,Ubon Ratchathani
Kham Lai,Si Mueang Mai,Ubon Ratchathani
Kham Nam Sap,Warin Chamrap,Ubon Ratchathani
Kham Pia,Trakan Phuet Phon,Ubon Ratchathani
Kham Pom,Samrong,Ubon Ratchathani
Kham Pom,Khemarat,Ubon Ratchathani
Kham Wa,Tan Sum,Ubon Ratchathani
Kham Yai,Mueang Ubon Ratchathani,Ubon Ratchathani
Khan Rai,Sirindhorn,Ubon Ratchathani
Khao Pun,Kut Khaopun,Ubon Ratchathani
Khemarat,Khemarat,Ubon Ratchathani
Khi Lek,Mueang Ubon Ratchathani,Ubon Ratchathani
Khi Lek,Nam Khun,Ubon Ratchathani
Kho Laen,Boontharik,Ubon Ratchathani
Kho Noi,Samrong,Ubon Ratchathani
Kho Thong,Khueang Nai,Ubon Ratchathani
Khok Chamrae,Thung Si Udom,Ubon Ratchathani
Khok Chan,Trakan Phuet Phon,Ubon Ratchathani
Khok Kong,Samrong,Ubon Ratchathani
Khok Sa-At,Nam Khun,Ubon Ratchathani
Khok Sawang,Samrong,Ubon Ratchathani
Khon Sai,Trakan Phuet Phon,Ubon Ratchathani
Khong Chiam,Khong Chiam,Ubon Ratchathani
Khu Mueang,Warin Chamrap,Ubon Ratchathani
Khueang Nai,Khueang Nai,Ubon Ratchathani
Khulu,Trakan Phuet Phon,Ubon Ratchathani
Klang,Det Udom,Ubon Ratchathani
Klang Yai,Khueang Nai,Ubon Ratchathani
Ko-E,Khueang Nai,Ubon Ratchathani
Kong Phon,Na Tan,Ubon Ratchathani
Kradian,Trakan Phuet Phon,Ubon Ratchathani
Krasop,Mueang Ubon Ratchathani,Ubon Ratchathani
Kusakon,Trakan Phuet Phon,Ubon Ratchathani
Kut Chomphu,Phibun Mangsahan,Ubon Ratchathani
Kut Lat,Mueang Ubon Ratchathani,Ubon Ratchathani
Kut Prathai,Det Udom,Ubon Ratchathani
Kut Ruea,Thung Si Udom,Ubon Ratchathani
Kut Ya Luan,Trakan Phuet Phon,Ubon Ratchathani
Lai Thung,Trakan Phuet Phon,Ubon Ratchathani
Lao Bok,Muang Sam Sip,Ubon Ratchathani
Lao Daeng,Don Mot Daeng,Ubon Ratchathani
Lao Ngam,Pho Sai,Ubon Ratchathani
Lao Suea Kok,Lao Suea Kok,Ubon Ratchathani
Lat Khwai,Si Mueang Mai,Ubon Ratchathani
Muang Sam Sip,Muang Sam Sip,Ubon Ratchathani
Muang Yai,Pho Sai,Ubon Ratchathani
Mueang Det,Det Udom,Ubon Ratchathani
Mueang Si Khai,Warin Chamrap,Ubon Ratchathani
Na Chaluai,Na Chaluai,Ubon Ratchathani
Na Charoen,Det Udom,Ubon Ratchathani
Na Di,Na Yia,Ubon Ratchathani
Na Hom,Thung Si Udom,Ubon Ratchathani
Na Kasem,Thung Si Udom,Ubon Ratchathani
Na Khai,Tan Sum,Ubon Ratchathani
Na Kham,Si Mueang Mai,Ubon Ratchathani
Na Kham Yai,Khueang Nai,Ubon Ratchathani
Na Krasaeng,Det Udom,Ubon Ratchathani
Na Loen,Si Mueang Mai,Ubon Ratchathani
Na Loeng,Muang Sam Sip,Ubon Ratchathani
Na Phin,Trakan Phuet Phon,Ubon Ratchathani
Na Pho,Boontharik,Ubon Ratchathani
Na Pho,Phibun Mangsahan,Ubon Ratchathani
Na Pho Klang,Khong Chiam,Ubon Ratchathani
Na Rueang,Na Yia,Ubon Ratchathani
Na Samai,Trakan Phuet Phon,Ubon Ratchathani
Na Suang,Det Udom,Ubon Ratchathani
Na Tan,Na Tan,Ubon Ratchathani
Na Waeng,Khemarat,Ubon Ratchathani
Na Yia,Na Yia,Ubon Ratchathani
Nam Thaeng,Si Mueang Mai,Ubon Ratchathani
Nikhom Lam Dom Noi,Sirindhorn,Ubon Ratchathani
Non Kalen,Samrong,Ubon Ratchathani
Non Kalong,Phibun Mangsahan,Ubon Ratchathani
Non Kho,Boontharik,Ubon Ratchathani
Non Klang,Samrong,Ubon Ratchathani
Non Klang,Phibun Mangsahan,Ubon Ratchathani
Non Ko,Sirindhorn,Ubon Ratchathani
Non Kung,Trakan Phuet Phon,Ubon Ratchathani
Non Non,Warin Chamrap,Ubon Ratchathani
Non Phueng,Warin Chamrap,Ubon Ratchathani
Non Rang,Khueang Nai,Ubon Ratchathani
Non Sawan,Na Chaluai,Ubon Ratchathani
Non Sawang,Kut Khaopun,Ubon Ratchathani
Non Sombun,Na Chaluai,Ubon Ratchathani
Non Sombun,Det Udom,Ubon Ratchathani
Nong Bo,Mueang Ubon Ratchathani,Ubon Ratchathani
Nong Bok,Lao Suea Kok,Ubon Ratchathani
Nong Bua Hi,Phibun Mangsahan,Ubon Ratchathani
Nong Chang Yai,Muang Sam Sip,Ubon Ratchathani
Nong Hai,Samrong,Ubon Ratchathani
Nong Hang,Muang Sam Sip,Ubon Ratchathani
Nong Khai Nok,Muang Sam Sip,Ubon Ratchathani
Nong Khon,Mueang Ubon Ratchathani,Ubon Ratchathani
Nong Kin Phlen,Warin Chamrap,Ubon Ratchathani
Nong Kung,Tan Sum,Ubon Ratchathani
Nong Lao,Khueang Nai,Ubon Ratchathani
Nong Lao,Muang Sam Sip,Ubon Ratchathani
Nong Mueang,Muang Sam Sip,Ubon Ratchathani
Nong Nok Tha,Khemarat,Ubon Ratchathani
Nong Om,Thung Si Udom,Ubon Ratchathani
Nong Phue,Khemarat,Ubon Ratchathani
Nong Saeng Yai,Khong Chiam,Ubon Ratchathani
Nong Sano,Boontharik,Ubon Ratchathani
Nong Sim,Khemarat,Ubon Ratchathani
Nong Tao,Trakan Phuet Phon,Ubon Ratchathani
Nong Than Nam,Kut Khaopun,Ubon Ratchathani
Pa Mong,Det Udom,Ubon Ratchathani
Pa-Ao,Mueang Ubon Ratchathani,Ubon Ratchathani
Pao,Trakan Phuet Phon,Ubon Ratchathani
Pathum,Mueang Ubon Ratchathani,Ubon Ratchathani
Phaeng Yai,Lao Suea Kok,Ubon Ratchathani
Phai Yai,Muang Sam Sip,Ubon Ratchathani
Phaibun,Nam Khun,Ubon Ratchathani
Phalan,Na Tan,Ubon Ratchathani
Phang Khen,Na Tan,Ubon Ratchathani
Phibun,Phibun Mangsahan,Ubon Ratchathani
Pho Sai,Phibun Mangsahan,Ubon Ratchathani
Pho Sai,Pho Sai,Ubon Ratchathani
Pho Si,Phibun Mangsahan,Ubon Ratchathani
Pho Yai,Warin Chamrap,Ubon Ratchathani
Phon Mueang,Lao Suea Kok,Ubon Ratchathani
Phon Ngam,Det Udom,Ubon Ratchathani
Phon Ngam,Boontharik,Ubon Ratchathani
Phon Phaeng,Muang Sam Sip,Ubon Ratchathani
Phon Sawan,Na Chaluai,Ubon Ratchathani
Rai Noi,Mueang Ubon Ratchathani,Ubon Ratchathani
Rai Tai,Phibun Mangsahan,Ubon Ratchathani
Rawe,Phibun Mangsahan,Ubon Ratchathani
Sa Saming,Warin Chamrap,Ubon Ratchathani
Saen Suk,Warin Chamrap,Ubon Ratchathani
Sahathat,Khueang Nai,Ubon Ratchathani
Sai Mun,Phibun Mangsahan,Ubon Ratchathani
Samrong,Samrong,Ubon Ratchathani
Samrong,Tan Sum,Ubon Ratchathani
Samrong,Pho Sai,Ubon Ratchathani
Sang Tho,Khueang Nai,Ubon Ratchathani
Saphue,Trakan Phuet Phon,Ubon Ratchathani
Saraphi,Pho Sai,Ubon Ratchathani
Sawang,Sawang Wirawong,Ubon Ratchathani
Se Pet,Trakan Phuet Phon,Ubon Ratchathani
Si Suk,Khueang Nai,Ubon Ratchathani
Si Wichian,Nam Yuen,Ubon Ratchathani
Sok Saeng,Na Chaluai,Ubon Ratchathani
Som Sa-At,Det Udom,Ubon Ratchathani
Song,Nam Yuen,Ubon Ratchathani
Song Khon,Pho Sai,Ubon Ratchathani
Song Yang,Si Mueang Mai,Ubon Ratchathani
Ta Kao,Nam Khun,Ubon Ratchathani
Tabai,Si Mueang Mai,Ubon Ratchathani
Tak Daet,Trakan Phuet Phon,Ubon Ratchathani
Tan Sum,Tan Sum,Ubon Ratchathani
Tha Chang,Sawang Wirawong,Ubon Ratchathani
Tha Hai,Khueang Nai,Ubon Ratchathani
Tha Lat,Warin Chamrap,Ubon Ratchathani
Tha Luang,Trakan Phuet Phon,Ubon Ratchathani
Tha Mueang,Don Mot Daeng,Ubon Ratchathani
Tha Pho Si,Det Udom,Ubon Ratchathani
Tham Khae,Trakan Phuet Phon,Ubon Ratchathani
That,Warin Chamrap,Ubon Ratchathani
That Noi,Khueang Nai,Ubon Ratchathani
Thung Thoeng,Det Udom,Ubon Ratchathani
Toei,Muang Sam Sip,Ubon Ratchathani
Top Hu,Det Udom,Ubon Ratchathani
Trakan,Trakan Phuet Phon,Ubon Ratchathani
Ueat Yai,Si Mueang Mai,Ubon Ratchathani
Warin,Si Mueang Mai,Ubon Ratchathani
Warin Chamrap,Warin Chamrap,Ubon Ratchathani
Yang,Nam Yuen,Ubon Ratchathani
Yang Khi Nok,Khueang Nai,Ubon Ratchathani
Yang Sak Krapho Lum,Muang Sam Sip,Ubon Ratchathani
Yang Yai,Nam Yuen,Ubon Ratchathani
Yang Yo Phap,Muang Sam Sip,Ubon Ratchathani
Ban Chai,Ban Dung,Udon Thani
Ban Chan,Mueang Udon Thani,Udon Thani
Ban Chan,Ban Dung,Udon Thani
Ban Chiang,Nong Saeng,Udon Thani
Ban Chiet,Ku Kaeo,Udon Thani
Ban Daeng,Phibun Rak,Udon Thani
Ban Dung,Ban Dung,Udon Thani
Ban Hin Ngom,Sang Khom,Udon Thani
Ban Khao,Mueang Udon Thani,Udon Thani
Ban Kho,Ban Phue,Udon Thani
Ban Khok,Sang Khom,Udon Thani
Ban Kong,Na Yung,Udon Thani
Ban Lao,Phen,Udon Thani
Ban Lueam,Mueang Udon Thani,Udon Thani
Ban Muang,Ban Dung,Udon Thani
Ban Phue,Ban Phue,Udon Thani
Ban Prong,Si That,Udon Thani
Ban Tat,Ban Dung,Udon Thani
Ban Tat,Mueang Udon Thani,Udon Thani
Ban That,Phen,Udon Thani
Ban Ya,Nong Saeng,Udon Thani
Ban Yuak,Nam Som,Udon Thani
Ban Yuat,Sang Khom,Udon Thani
Bayao,Wang Sam Mo,Udon Thani
Bung Kaeo,Non Sa-at,Udon Thani
Chae Lae,Kumphawapi,Udon Thani
Chaiwan,Chai Wan,Udon Thani
Champa Mok,Ban Phue,Udon Thani
Champi,Si That,Udon Thani
Chiang Da,Sang Khom,Udon Thani
Chiang Pheng,Kut Chap,Udon Thani
Chiang Phin,Mueang Udon Thani,Udon Thani
Chiang Wae,Kumphawapi,Udon Thani
Chiang Wang,Phen,Udon Thani
Chiang Yuen,Mueang Udon Thani,Udon Thani
Chom Si,Phen,Udon Thani
District,Mueang Udon Thani,Udon Thani
Don Hai Sok,Nong Saeng,Udon Thani
Don Kloi,Phibun Rak,Udon Thani
Dong Yen,Ban Dung,Udon Thani
Hai Sok,Ban Phue,Udon Thani
Hua Na Kham,Si That,Udon Thani
Huai Koeng,Kumphawapi,Udon Thani
Huai Sam Phat,Prachaksinlapakhom,Udon Thani
Kham Bong,Ban Phue,Udon Thani
Kham Duang,Ban Phue,Udon Thani
Kham Khok Sung,Wang Sam Mo,Udon Thani
Kham Lo,Chai Wan,Udon Thani
Khao San,Ban Phue,Udon Thani
Kho Yai,Ku Kaeo,Udon Thani
Khok Klang,Phen,Udon Thani
Khok Klang,Non Sa-at,Udon Thani
Khok Sa-At,Mueang Udon Thani,Udon Thani
Khon Sai,Ku Kaeo,Udon Thani
Khon Yung,Kut Chap,Udon Thani
Khuea Nam,Ban Phue,Udon Thani
Klang Yai,Ban Phue,Udon Thani
Kumphawapi,Kumphawapi,Udon Thani
Kut Chap,Kut Chap,Udon Thani
Kut Mak Fai,Nong Wua So,Udon Thani
Kut Sa,Mueang Udon Thani,Udon Thani
Mak Khaeng,Mueang Udon Thani,Udon Thani
Mak Ya,Nong Wua So,Udon Thani
Mu Mon,Mueang Udon Thani,Udon Thani
Mueang Phan,Ban Phue,Udon Thani
Mueang Phia,Kut Chap,Udon Thani
Na Bua,Phen,Udon Thani
Na Chum Saeng,Thung Fon,Udon Thani
Na Di,Nong Saeng,Udon Thani
Na Khae,Na Yung,Udon Thani
Na Kham,Ban Dung,Udon Thani
Na Kwang,Mueang Udon Thani,Udon Thani
Na Mai,Ban Dung,Udon Thani
Na Muang,Prachaksinlapakhom,Udon Thani
Na Ngua,Nam Som,Udon Thani
Na Phu,Phen,Udon Thani
Na Sa-At,Sang Khom,Udon Thani
Na Sai,Phibun Rak,Udon Thani
Na Thom,Thung Fon,Udon Thani
Na Yung,Si That,Udon Thani
Na Yung,Na Yung,Udon Thani
Nam Phon,Nong Wua So,Udon Thani
Nam Som,Nam Som,Udon Thani
Nikhom Songkhro,Mueang Udon Thani,Udon Thani
Non Sa-At,Non Sa-at,Udon Thani
Non Sung,Mueang Udon Thani,Udon Thani
Non Thong,Na Yung,Udon Thani
Non Thong,Ban Phue,Udon Thani
Non Thong In,Ku Kaeo,Udon Thani
Non Wai,Nong Wua So,Udon Thani
Nong Bua,Mueang Udon Thani,Udon Thani
Nong Bua Ban,Nong Wua So,Udon Thani
Nong Hai,Mueang Udon Thani,Udon Thani
Nong Han,Nong Saeng,Udon Thani
Nong Hua Khu,Ban Phue,Udon Thani
Nong Khon Kwang,Mueang Udon Thani,Udon Thani
Nong Kung Si,Non Sa-at,Udon Thani
Nong Kung Thap Ma,Wang Sam Mo,Udon Thani
Nong Lak,Chai Wan,Udon Thani
Nong Mek,Nong Saeng,Udon Thani
Nong Na Kham,Mueang Udon Thani,Udon Thani
Nong Nok Khian,Si That,Udon Thani
Nong O,Nong Wua So,Udon Thani
Nong Phai,Mueang Udon Thani,Udon Thani
Nong Phai,Nong Saeng,Udon Thani
Nong Sa Pla,Nong Saeng,Udon Thani
Nong Saeng,Nong Saeng,Udon Thani
Nong Wa,Kumphawapi,Udon Thani
Nong Waeng,Nam Som,Udon Thani
Nong Waeng,Ban Phue,Udon Thani
Nong Wua So,Nong Wua So,Udon Thani
Nong Ya Sai,Wang Sam Mo,Udon Thani
Om Ko,Ban Dung,Udon Thani
Pakho,Kut Chap,Udon Thani
Pakho,Kumphawapi,Udon Thani
Pha Suk,Kumphawapi,Udon Thani
Pha Suk,Wang Sam Mo,Udon Thani
Phak Top,Nong Saeng,Udon Thani
Phan Don,Kumphawapi,Udon Thani
Phang Ngu,Nong Saeng,Udon Thani
Phen,Phen,Udon Thani
Pho Si Samran,Non Sa-at,Udon Thani
Phon Ngam,Nong Saeng,Udon Thani
Phon Sung,Ban Dung,Udon Thani
Phon Sung,Chai Wan,Udon Thani
Sabaeng,Nong Saeng,Udon Thani
Saeng Sawang,Nong Saeng,Udon Thani
Sam Phrao,Mueang Udon Thani,Udon Thani
Samakkhi,Nam Som,Udon Thani
Sang Khom,Sang Khom,Udon Thani
Sang Ko,Kut Chap,Udon Thani
Sang Paen,Phen,Udon Thani
Si Samran,Nam Som,Udon Thani
Si Suttho,Ban Dung,Udon Thani
Si That,Si That,Udon Thani
Si-O,Kumphawapi,Udon Thani
Soe Phloe,Kumphawapi,Udon Thani
Soi Phrao,Nong Saeng,Udon Thani
Som Yiam,Nam Som,Udon Thani
Sum Sao,Phen,Udon Thani
Tan Lian,Kut Chap,Udon Thani
Tao Hai,Phen,Udon Thani
Tat Thong,Si That,Udon Thani
Tha Li,Kumphawapi,Udon Thani
Thap Kung,Nong Saeng,Udon Thani
Thom Na Ngam,Non Sa-at,Udon Thani
Thon Na Lap,Ban Dung,Udon Thani
Thung Fon,Thung Fon,Udon Thani
Thung Yai,Thung Fon,Udon Thani
Tum Tai,Kumphawapi,Udon Thani
Um Chan,Prachaksinlapakhom,Udon Thani
Up Mung,Nong Wua So,Udon Thani
Wang Sam Mo,Wang Sam Mo,Udon Thani
Wang Thong,Ban Dung,Udon Thani
Wiang Kham,Kumphawapi,Udon Thani
Ban Bueng,Ban Rai,Uthai Thani
Ban Kao,Nong Chang,Uthai Thani
Ban Mai Khlong Khian,Ban Rai,Uthai Thani
Ban Rai,Ban Rai,Uthai Thani
Bo Yang,Sawang Arom,Uthai Thani
Chao Wat,Ban Rai,Uthai Thani
Don Khwang,Mueang Uthai Thani,Uthai Thani
Don Kloi,Nong Khayang,Uthai Thani
Dong Khwang,Nong Khayang,Uthai Thani
Hat Thanong,Mueang Uthai Thani,Uthai Thani
Hu Chang,Ban Rai,Uthai Thani
Huai Haeng,Ban Rai,Uthai Thani
Huai Khot,Huai Khot,Uthai Thani
Huai Rop,Nong Khayang,Uthai Thani
Kaen Makrut,Ban Rai,Uthai Thani
Khao Bang Kraek,Nong Chang,Uthai Thani
Khao Khi Foi,Thap Than,Uthai Thani
Khao Kwang Thong,Nong Chang,Uthai Thani
Khok Khwai,Ban Rai,Uthai Thani
Khok Mo,Thap Than,Uthai Thani
Ko Thepho,Mueang Uthai Thani,Uthai Thani
Lan Sak,Lan Sak,Uthai Thani
Mok Thaeo,Nong Khayang,Uthai Thani
Mueang Karung,Ban Rai,Uthai Thani
Nam Rop,Lan Sak,Uthai Thani
Nam Suem,Mueang Uthai Thani,Uthai Thani
Noen Chaeng,Mueang Uthai Thani,Uthai Thani
Non Lek,Mueang Uthai Thani,Uthai Thani
Nong Bom Kluai,Ban Rai,Uthai Thani
Nong Chang,Nong Chang,Uthai Thani
Nong Chok,Ban Rai,Uthai Thani
Nong Kae,Mueang Uthai Thani,Uthai Thani
Nong Kha Yang,Nong Khayang,Uthai Thani
Nong Klang Dong,Thap Than,Uthai Thani
Nong Krathum,Thap Than,Uthai Thani
Nong Luang,Sawang Arom,Uthai Thani
Nong Nang Nuan,Nong Chang,Uthai Thani
Nong Phai,Nong Khayang,Uthai Thani
Nong Phai Baen,Mueang Uthai Thani,Uthai Thani
Nong Phang Kha,Mueang Uthai Thani,Uthai Thani
Nong Sa,Thap Than,Uthai Thani
Nong Suang,Nong Chang,Uthai Thani
Nong Tao,Mueang Uthai Thani,Uthai Thani
Nong Ya Plong,Thap Than,Uthai Thani
Nong Yai Da,Thap Than,Uthai Thani
Nong Yang,Nong Chang,Uthai Thani
Pa O,Lan Sak,Uthai Thani
Phai Khiao,Sawang Arom,Uthai Thani
Phluang Song Nang,Sawang Arom,Uthai Thani
Pradu Yuen,Lan Sak,Uthai Thani
Rabam,Lan Sak,Uthai Thani
Sakae Krang,Mueang Uthai Thani,Uthai Thani
Sawang Arom,Sawang Arom,Uthai Thani
Suk Ruethai,Huai Khot,Uthai Thani
Taluk Duk,Thap Than,Uthai Thani
Tha Pho,Nong Khayang,Uthai Thani
Tha Sung,Mueang Uthai Thani,Uthai Thani
Thap Luang,Ban Rai,Uthai Thani
Thapthan,Thap Than,Uthai Thani
Thong Lang,Huai Khot,Uthai Thani
Thung Na Ngam,Lan Sak,Uthai Thani
Thung Na Thai,Thap Than,Uthai Thani
Thung Pho,Nong Chang,Uthai Thani
Thung Phong,Nong Chang,Uthai Thani
Thung Phueng,Nong Khayang,Uthai Thani
Thung Yai,Mueang Uthai Thani,Uthai Thani
Uthai Kao,Nong Chang,Uthai Thani
Uthai Mai,Mueang Uthai Thani,Uthai Thani
Wang Hin,Ban Rai,Uthai Thani
Ban Dan,Mueang Uttaradit,Uttaradit
Ban Dan Na Kham,Mueang Uttaradit,Uttaradit
Ban Dara,Phichai,Uttaradit
Ban Fai,Nam Pat,Uttaradit
Ban Kaeng,Tron,Uttaradit
Ban Khok,Ban Khok,Uttaradit
Ban Khon,Phichai,Uttaradit
Ban Ko,Mueang Uttaradit,Uttaradit
Ban Mo,Phichai,Uttaradit
Ban Siao,Fak Tha,Uttaradit
Bo Bia,Ban Khok,Uttaradit
Bo Thong,Thong Saen Khan,Uttaradit
Chai Chumphon,Laplae,Uttaradit
Charim,Tha Pla,Uttaradit
Dan Mae Kham Man,Laplae,Uttaradit
Den Lek,Nam Pat,Uttaradit
Fai Luang,Laplae,Uttaradit
Fak Tha,Fak Tha,Uttaradit
Hat Kruat,Mueang Uttaradit,Uttaradit
Hat La,Tha Pla,Uttaradit
Hat Ngio,Mueang Uttaradit,Uttaradit
Hat Song Khwae,Tron,Uttaradit
Huai Mun,Nam Pat,Uttaradit
Kho Rum,Phichai,Uttaradit
Khoi Sung,Tron,Uttaradit
Khun Fang,Mueang Uttaradit,Uttaradit
Khung Taphao,Mueang Uttaradit,Uttaradit
